time,event
0.357,counterexample
0.357,counterexample
0.357,counterexample
0.357,counterexample
0.357,counterexample
0.357,counterexample
0.357,counterexample
0.357,counterexample
0.357,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.358,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.359,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.36,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.361,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.362,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.363,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.364,counterexample
0.365,counterexample
0.365,counterexample
0.365,counterexample
0.365,counterexample
0.365,counterexample
0.365,counterexample
0.365,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.366,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.367,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.368,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.369,counterexample
0.37,counterexample
0.37,counterexample
0.37,counterexample
0.37,counterexample
0.37,counterexample
0.37,counterexample
0.37,counterexample
0.37,counterexample
0.371,counterexample
0.371,counterexample
0.371,counterexample
0.371,counterexample
0.371,counterexample
0.371,counterexample
0.371,counterexample
0.371,counterexample
0.371,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.372,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.373,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.374,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.375,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.376,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.377,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.378,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.379,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.38,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.381,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.382,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.383,counterexample
0.384,counterexample
0.384,counterexample
0.384,counterexample
0.384,counterexample
0.384,counterexample
0.384,counterexample
0.384,counterexample
0.384,counterexample
0.385,counterexample
0.385,counterexample
0.385,counterexample
0.385,counterexample
0.385,counterexample
0.385,counterexample
0.385,counterexample
0.385,counterexample
0.385,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.386,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.387,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.388,counterexample
0.389,counterexample
0.389,counterexample
0.389,counterexample
0.389,counterexample
0.39,counterexample
0.39,counterexample
0.39,counterexample
0.39,counterexample
0.39,counterexample
0.39,counterexample
0.39,counterexample
0.39,counterexample
0.391,counterexample
0.391,counterexample
0.391,counterexample
0.391,counterexample
0.391,counterexample
0.391,counterexample
0.391,counterexample
0.391,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.392,counterexample
0.393,counterexample
0.393,counterexample
0.393,counterexample
0.393,counterexample
0.393,counterexample
0.393,counterexample
0.393,counterexample
0.393,counterexample
0.393,counterexample
0.394,counterexample
0.394,counterexample
0.394,counterexample
0.394,counterexample
0.395,counterexample
0.395,counterexample
0.395,counterexample
0.395,counterexample
0.395,counterexample
0.395,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.396,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.397,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.398,counterexample
0.399,counterexample
0.399,counterexample
0.399,counterexample
0.4,counterexample
0.4,counterexample
0.4,counterexample
0.4,counterexample
0.4,counterexample
0.4,counterexample
0.4,counterexample
0.4,counterexample
0.4,counterexample
0.401,counterexample
0.401,counterexample
0.401,counterexample
0.401,counterexample
0.401,counterexample
0.401,counterexample
0.401,counterexample
0.401,counterexample
0.401,counterexample
0.402,counterexample
0.402,counterexample
0.402,counterexample
0.402,counterexample
0.402,counterexample
0.402,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.403,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.404,counterexample
0.405,counterexample
0.405,counterexample
0.405,counterexample
0.405,counterexample
0.405,counterexample
0.405,counterexample
0.405,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.406,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.407,counterexample
0.408,counterexample
0.408,counterexample
0.408,counterexample
0.408,counterexample
0.408,counterexample
0.408,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.409,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.41,counterexample
0.411,counterexample
0.411,counterexample
0.411,counterexample
0.411,counterexample
0.411,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.412,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.413,counterexample
0.414,counterexample
0.414,counterexample
0.414,counterexample
0.414,counterexample
0.414,counterexample
0.414,counterexample
0.414,counterexample
0.414,counterexample
0.414,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.415,counterexample
0.416,counterexample
0.416,counterexample
0.416,counterexample
0.416,counterexample
0.417,counterexample
0.417,counterexample
0.417,counterexample
0.417,counterexample
0.417,counterexample
0.417,counterexample
0.417,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.418,counterexample
0.419,counterexample
0.419,counterexample
0.419,counterexample
0.419,counterexample
0.419,counterexample
0.419,counterexample
0.42,counterexample
0.42,counterexample
0.42,counterexample
0.42,counterexample
0.42,counterexample
0.42,counterexample
0.421,counterexample
0.421,counterexample
0.421,counterexample
0.421,counterexample
0.421,counterexample
0.422,counterexample
0.422,counterexample
0.422,counterexample
0.422,counterexample
0.422,counterexample
0.422,counterexample
0.422,counterexample
0.422,counterexample
0.423,counterexample
0.423,counterexample
0.423,counterexample
0.423,counterexample
0.423,counterexample
0.424,counterexample
0.424,counterexample
0.424,counterexample
0.425,counterexample
0.425,counterexample
0.425,counterexample
0.425,counterexample
0.425,counterexample
0.425,counterexample
0.425,counterexample
0.426,counterexample
0.426,counterexample
0.426,counterexample
0.427,counterexample
0.427,counterexample
0.427,counterexample
0.427,counterexample
0.427,counterexample
0.427,counterexample
0.427,counterexample
0.427,counterexample
0.428,counterexample
0.428,counterexample
0.428,counterexample
0.428,counterexample
0.428,counterexample
0.429,counterexample
0.429,counterexample
0.43,counterexample
0.43,counterexample
0.43,counterexample
0.43,counterexample
0.431,counterexample
0.431,counterexample
0.431,counterexample
0.431,counterexample
0.431,counterexample
0.432,counterexample
0.432,counterexample
0.432,counterexample
0.432,counterexample
0.432,counterexample
0.433,counterexample
0.433,counterexample
0.433,counterexample
0.434,counterexample
0.434,counterexample
0.434,counterexample
0.434,counterexample
0.435,counterexample
0.435,counterexample
0.435,counterexample
0.435,counterexample
0.435,counterexample
0.436,counterexample
0.436,counterexample
0.436,counterexample
0.436,counterexample
0.437,counterexample
0.437,counterexample
0.438,counterexample
0.438,counterexample
0.438,counterexample
0.439,counterexample
0.439,counterexample
0.439,counterexample
0.44,counterexample
0.441,counterexample
0.441,counterexample
0.441,counterexample
0.442,counterexample
0.442,counterexample
0.442,counterexample
0.442,counterexample
0.442,counterexample
0.442,counterexample
0.443,counterexample
0.443,counterexample
0.444,counterexample
0.444,counterexample
0.444,counterexample
0.444,counterexample
0.445,counterexample
0.446,counterexample
0.446,counterexample
0.447,counterexample
0.447,counterexample
0.447,counterexample
0.447,counterexample
0.448,counterexample
0.448,counterexample
0.449,counterexample
0.449,counterexample
0.449,counterexample
0.45,counterexample
0.45,counterexample
0.451,counterexample
0.451,counterexample
0.451,counterexample
0.452,counterexample
0.453,counterexample
0.453,counterexample
0.454,counterexample
0.454,counterexample
0.454,counterexample
0.455,counterexample
0.456,counterexample
0.456,counterexample
0.457,counterexample
0.457,counterexample
0.458,counterexample
0.458,counterexample
0.459,counterexample
0.46,counterexample
0.46,counterexample
0.461,counterexample
0.461,counterexample
0.461,counterexample
0.461,counterexample
0.461,counterexample
0.462,counterexample
0.462,counterexample
0.462,counterexample
0.462,counterexample
0.463,counterexample
0.464,counterexample
0.464,counterexample
0.464,counterexample
0.464,counterexample
0.466,counterexample
0.467,counterexample
0.467,counterexample
0.468,counterexample
0.468,counterexample
0.468,counterexample
0.469,counterexample
0.469,counterexample
0.469,counterexample
0.469,counterexample
0.47,counterexample
0.471,counterexample
0.471,counterexample
0.472,counterexample
0.473,counterexample
0.473,counterexample
0.473,counterexample
0.473,counterexample
0.474,counterexample
0.476,counterexample
0.477,counterexample
0.477,counterexample
0.478,counterexample
0.48,counterexample
0.482,counterexample
0.482,counterexample
0.482,counterexample
0.483,counterexample
0.483,counterexample
0.484,counterexample
0.484,counterexample
0.485,counterexample
0.485,counterexample
0.485,counterexample
0.486,counterexample
0.487,counterexample
0.487,counterexample
0.488,counterexample
0.488,counterexample
0.489,counterexample
0.489,counterexample
0.489,counterexample
0.489,counterexample
0.49,counterexample
0.49,counterexample
0.49,counterexample
0.49,counterexample
0.49,counterexample
0.491,counterexample
0.492,counterexample
0.492,counterexample
0.492,counterexample
0.493,counterexample
0.493,counterexample
0.494,counterexample
0.495,counterexample
0.495,counterexample
0.496,counterexample
0.497,counterexample
0.499,counterexample
0.502,counterexample
0.502,counterexample
0.502,counterexample
0.504,counterexample
0.505,counterexample
0.507,counterexample
0.507,counterexample
0.509,counterexample
0.509,counterexample
0.51,counterexample
0.51,counterexample
0.511,counterexample
0.511,counterexample
0.511,counterexample
0.513,counterexample
0.514,counterexample
0.514,counterexample
0.514,counterexample
0.515,counterexample
0.515,counterexample
0.516,counterexample
0.516,counterexample
0.517,counterexample
0.517,counterexample
0.518,counterexample
0.519,counterexample
0.519,counterexample
0.521,counterexample
0.521,counterexample
0.523,counterexample
0.524,counterexample
0.524,counterexample
0.524,counterexample
0.527,counterexample
0.527,counterexample
0.528,counterexample
0.528,counterexample
0.529,counterexample
0.529,counterexample
0.53,counterexample
0.53,counterexample
0.531,counterexample
0.532,counterexample
0.532,counterexample
0.533,counterexample
0.534,counterexample
0.535,counterexample
0.535,counterexample
0.536,counterexample
0.538,counterexample
0.538,counterexample
0.538,counterexample
0.538,counterexample
0.539,counterexample
0.54,counterexample
0.54,counterexample
0.54,counterexample
0.54,counterexample
0.541,counterexample
0.542,counterexample
0.542,counterexample
0.542,counterexample
0.543,counterexample
0.543,counterexample
0.544,counterexample
0.544,counterexample
0.545,counterexample
0.545,counterexample
0.545,counterexample
0.547,counterexample
0.548,counterexample
0.549,counterexample
0.55,counterexample
0.551,counterexample
0.552,counterexample
0.552,counterexample
0.552,counterexample
0.552,counterexample
0.552,counterexample
0.552,counterexample
0.553,counterexample
0.553,counterexample
0.553,counterexample
0.555,counterexample
0.557,counterexample
0.557,counterexample
0.558,counterexample
0.559,counterexample
0.564,counterexample
0.564,counterexample
0.566,counterexample
0.568,counterexample
0.569,counterexample
0.569,counterexample
0.569,counterexample
0.57,counterexample
0.571,counterexample
0.571,counterexample
0.572,counterexample
0.573,counterexample
0.573,counterexample
0.573,counterexample
0.574,counterexample
0.575,counterexample
0.576,counterexample
0.577,counterexample
0.579,counterexample
0.581,counterexample
0.581,counterexample
0.581,counterexample
0.582,counterexample
0.582,counterexample
0.582,counterexample
0.582,counterexample
0.583,counterexample
0.583,counterexample
0.583,counterexample
0.583,counterexample
0.584,counterexample
0.584,counterexample
0.584,counterexample
0.584,counterexample
0.585,counterexample
0.585,counterexample
0.585,counterexample
0.586,counterexample
0.586,counterexample
0.586,counterexample
0.586,counterexample
0.587,counterexample
0.588,counterexample
0.59,counterexample
0.59,counterexample
0.591,counterexample
0.591,counterexample
0.592,counterexample
0.593,counterexample
0.593,counterexample
0.593,counterexample
0.593,counterexample
0.594,counterexample
0.595,counterexample
0.596,counterexample
0.596,counterexample
0.596,counterexample
0.597,counterexample
0.597,counterexample
0.598,counterexample
0.599,counterexample
0.599,counterexample
0.601,counterexample
0.603,counterexample
0.605,counterexample
0.606,counterexample
0.606,counterexample
0.608,counterexample
0.608,counterexample
0.608,counterexample
0.609,counterexample
0.609,counterexample
0.61,counterexample
0.61,counterexample
0.61,counterexample
0.611,counterexample
0.611,counterexample
0.612,counterexample
0.613,counterexample
0.613,counterexample
0.613,counterexample
0.613,counterexample
0.614,counterexample
0.615,counterexample
0.617,counterexample
0.617,counterexample
0.618,counterexample
0.62,counterexample
0.621,counterexample
0.621,counterexample
0.621,counterexample
0.622,counterexample
0.624,counterexample
0.625,counterexample
0.627,counterexample
0.627,counterexample
0.628,counterexample
0.628,counterexample
0.628,counterexample
0.629,counterexample
0.629,counterexample
0.629,counterexample
0.63,counterexample
0.63,counterexample
0.633,counterexample
0.633,counterexample
0.634,counterexample
0.634,counterexample
0.634,counterexample
0.634,counterexample
0.635,counterexample
0.637,counterexample
0.637,counterexample
0.637,counterexample
0.64,counterexample
0.641,counterexample
0.641,counterexample
0.641,counterexample
0.641,counterexample
0.642,counterexample
0.643,counterexample
0.644,counterexample
0.645,counterexample
0.645,counterexample
0.646,counterexample
0.646,counterexample
0.648,counterexample
0.649,counterexample
0.649,counterexample
0.65,counterexample
0.65,counterexample
0.65,counterexample
0.651,counterexample
0.652,counterexample
0.652,counterexample
0.652,counterexample
0.652,counterexample
0.653,counterexample
0.653,counterexample
0.653,counterexample
0.654,counterexample
0.656,counterexample
0.657,counterexample
0.658,counterexample
0.659,counterexample
0.659,counterexample
0.659,counterexample
0.66,counterexample
0.662,counterexample
0.666,counterexample
0.668,counterexample
0.668,counterexample
0.668,counterexample
0.67,counterexample
0.67,counterexample
0.67,counterexample
0.67,counterexample
0.67,counterexample
0.671,counterexample
0.671,counterexample
0.673,counterexample
0.673,counterexample
0.674,counterexample
0.674,counterexample
0.675,counterexample
0.675,counterexample
0.675,counterexample
0.675,counterexample
0.676,counterexample
0.676,counterexample
0.676,counterexample
0.679,counterexample
0.679,counterexample
0.681,counterexample
0.682,counterexample
0.682,counterexample
0.682,counterexample
0.682,counterexample
0.683,counterexample
0.683,counterexample
0.685,counterexample
0.685,counterexample
0.685,counterexample
0.685,counterexample
0.686,counterexample
0.687,counterexample
0.688,counterexample
0.688,counterexample
0.689,counterexample
0.69,counterexample
0.69,counterexample
0.69,counterexample
0.691,counterexample
0.691,counterexample
0.691,counterexample
0.692,counterexample
0.692,counterexample
0.692,counterexample
0.693,counterexample
0.694,counterexample
0.694,counterexample
0.694,counterexample
0.695,counterexample
0.695,counterexample
0.695,counterexample
0.695,counterexample
0.695,counterexample
0.696,counterexample
0.697,counterexample
0.697,counterexample
0.697,counterexample
0.697,counterexample
0.7,counterexample
0.7,counterexample
0.7,counterexample
0.701,counterexample
0.701,counterexample
0.701,counterexample
0.701,counterexample
0.702,counterexample
0.702,counterexample
0.702,counterexample
0.702,counterexample
0.703,counterexample
0.703,counterexample
0.703,counterexample
0.703,counterexample
0.704,counterexample
0.704,counterexample
0.704,counterexample
0.705,counterexample
0.705,counterexample
0.705,counterexample
0.705,counterexample
0.707,counterexample
0.708,counterexample
0.708,counterexample
0.709,counterexample
0.709,counterexample
0.71,counterexample
0.71,counterexample
0.71,counterexample
0.71,counterexample
0.71,counterexample
0.711,counterexample
0.711,counterexample
0.711,counterexample
0.712,counterexample
0.712,counterexample
0.712,counterexample
0.713,counterexample
0.713,counterexample
0.714,counterexample
0.714,counterexample
0.715,counterexample
0.716,counterexample
0.717,counterexample
0.718,counterexample
0.718,counterexample
0.718,counterexample
0.718,counterexample
0.719,counterexample
0.72,counterexample
0.72,counterexample
0.72,counterexample
0.72,counterexample
0.721,counterexample
0.723,counterexample
0.723,counterexample
0.723,counterexample
0.723,counterexample
0.723,counterexample
0.723,counterexample
0.723,counterexample
0.724,counterexample
0.724,counterexample
0.724,counterexample
0.725,counterexample
0.725,counterexample
0.725,counterexample
0.726,counterexample
0.727,counterexample
0.728,counterexample
0.728,counterexample
0.729,counterexample
0.729,counterexample
0.729,counterexample
0.729,counterexample
0.73,counterexample
0.73,counterexample
0.73,counterexample
0.731,counterexample
0.731,counterexample
0.732,counterexample
0.732,counterexample
0.733,counterexample
0.733,counterexample
0.733,counterexample
0.734,counterexample
0.734,counterexample
0.735,counterexample
0.735,counterexample
0.736,counterexample
0.737,counterexample
0.737,counterexample
0.738,counterexample
0.738,counterexample
0.738,counterexample
0.74,counterexample
0.74,counterexample
0.74,counterexample
0.741,counterexample
0.742,counterexample
0.742,counterexample
0.743,counterexample
0.744,counterexample
0.745,counterexample
0.746,counterexample
0.746,counterexample
0.747,counterexample
0.747,counterexample
0.748,counterexample
0.749,counterexample
0.749,counterexample
0.75,counterexample
0.75,counterexample
0.752,counterexample
0.752,counterexample
0.753,counterexample
0.753,counterexample
0.754,counterexample
0.755,counterexample
0.755,counterexample
0.756,counterexample
0.758,counterexample
0.759,counterexample
0.76,counterexample
0.76,counterexample
0.761,counterexample
0.762,counterexample
0.762,counterexample
0.762,counterexample
0.762,counterexample
0.764,counterexample
0.764,counterexample
0.766,counterexample
0.766,counterexample
0.768,counterexample
0.771,counterexample
0.773,counterexample
0.777,counterexample
0.78,counterexample
0.781,counterexample
0.781,counterexample
0.782,counterexample
0.783,counterexample
0.783,counterexample
0.784,counterexample
0.785,counterexample
0.787,counterexample
0.787,counterexample
0.787,counterexample
0.789,counterexample
0.79,counterexample
0.792,counterexample
0.792,counterexample
0.792,counterexample
0.796,counterexample
0.796,counterexample
0.8,counterexample
0.801,counterexample
0.803,counterexample
0.804,counterexample
0.805,counterexample
0.805,counterexample
0.807,counterexample
0.807,counterexample
0.807,counterexample
0.808,counterexample
0.809,counterexample
0.812,counterexample
0.815,counterexample
0.816,counterexample
0.816,counterexample
0.816,counterexample
0.818,counterexample
0.819,counterexample
0.819,counterexample
0.82,counterexample
0.822,counterexample
0.822,counterexample
0.822,counterexample
0.823,counterexample
0.828,counterexample
0.829,counterexample
0.83,counterexample
0.83,counterexample
0.83,counterexample
0.831,counterexample
0.832,counterexample
0.833,counterexample
0.833,counterexample
0.834,counterexample
0.834,counterexample
0.835,counterexample
0.835,counterexample
0.836,counterexample
0.836,counterexample
0.838,counterexample
0.838,counterexample
0.839,counterexample
0.839,counterexample
0.839,counterexample
0.84,counterexample
0.842,counterexample
0.844,counterexample
0.845,counterexample
0.845,counterexample
0.846,counterexample
0.846,counterexample
0.848,counterexample
0.849,counterexample
0.849,counterexample
0.849,counterexample
0.85,counterexample
0.85,counterexample
0.85,counterexample
0.851,counterexample
0.852,counterexample
0.852,counterexample
0.852,counterexample
0.853,counterexample
0.853,counterexample
0.853,counterexample
0.854,counterexample
0.854,counterexample
0.854,counterexample
0.854,counterexample
0.855,counterexample
0.855,counterexample
0.855,counterexample
0.855,counterexample
0.856,counterexample
0.857,counterexample
0.857,counterexample
0.858,counterexample
0.858,counterexample
0.86,counterexample
0.86,counterexample
0.861,counterexample
0.861,counterexample
0.862,counterexample
0.863,counterexample
0.863,counterexample
0.865,counterexample
0.865,counterexample
0.865,counterexample
0.867,counterexample
0.868,counterexample
0.87,counterexample
0.87,counterexample
0.871,counterexample
0.873,counterexample
0.873,counterexample
0.874,counterexample
0.874,counterexample
0.875,counterexample
0.876,counterexample
0.876,counterexample
0.876,counterexample
0.877,counterexample
0.877,counterexample
0.878,counterexample
0.879,counterexample
0.88,counterexample
0.881,counterexample
0.881,counterexample
0.882,counterexample
0.883,counterexample
0.884,counterexample
0.884,counterexample
0.885,counterexample
0.888,counterexample
0.888,counterexample
0.89,counterexample
0.89,counterexample
0.893,counterexample
0.893,counterexample
0.896,counterexample
0.897,counterexample
0.897,counterexample
0.897,counterexample
0.898,counterexample
0.899,counterexample
0.902,counterexample
0.903,counterexample
0.903,counterexample
0.903,counterexample
0.905,counterexample
0.905,counterexample
0.906,counterexample
0.906,counterexample
0.908,counterexample
0.909,counterexample
0.91,counterexample
0.911,counterexample
0.911,counterexample
0.912,counterexample
0.913,counterexample
0.913,counterexample
0.914,counterexample
0.914,counterexample
0.918,counterexample
0.918,counterexample
0.918,counterexample
0.92,counterexample
0.92,counterexample
0.921,counterexample
0.921,counterexample
0.923,counterexample
0.924,counterexample
0.924,counterexample
0.924,counterexample
0.925,counterexample
0.925,counterexample
0.931,counterexample
0.931,counterexample
0.931,counterexample
0.934,counterexample
0.938,counterexample
0.938,counterexample
0.938,counterexample
0.938,counterexample
0.939,counterexample
0.939,counterexample
0.94,counterexample
0.94,counterexample
0.941,counterexample
0.941,counterexample
0.943,counterexample
0.944,counterexample
0.945,counterexample
0.95,counterexample
0.95,counterexample
0.953,counterexample
0.953,counterexample
0.953,counterexample
0.953,counterexample
0.956,counterexample
0.958,counterexample
0.959,counterexample
0.96,counterexample
0.961,counterexample
0.962,counterexample
0.963,counterexample
0.963,counterexample
0.964,counterexample
0.966,counterexample
0.966,counterexample
0.966,counterexample
0.968,counterexample
0.969,counterexample
0.97,counterexample
0.97,counterexample
0.973,counterexample
0.975,counterexample
0.976,counterexample
0.976,counterexample
0.976,counterexample
0.977,counterexample
0.978,counterexample
0.98,counterexample
0.983,counterexample
0.984,counterexample
0.986,counterexample
0.988,counterexample
0.988,counterexample
0.988,counterexample
0.989,counterexample
0.989,counterexample
0.99,counterexample
0.99,counterexample
0.993,counterexample
0.993,counterexample
0.994,counterexample
0.994,counterexample
0.995,counterexample
0.996,counterexample
0.997,counterexample
0.997,counterexample
0.997,counterexample
0.997,counterexample
0.998,counterexample
0.998,counterexample
0.999,counterexample
0.999,counterexample
0.999,counterexample
1.0,counterexample
