time,event
1.001,counterexample
1.001,counterexample
1.001,counterexample
1.002,counterexample
1.002,counterexample
1.003,counterexample
1.003,counterexample
1.004,counterexample
1.005,counterexample
1.005,counterexample
1.006,counterexample
1.006,counterexample
1.007,counterexample
1.007,counterexample
1.008,counterexample
1.008,counterexample
1.009,counterexample
1.009,counterexample
1.009,counterexample
1.01,counterexample
1.01,counterexample
1.011,counterexample
1.011,counterexample
1.012,counterexample
1.012,counterexample
1.013,counterexample
1.014,counterexample
1.014,counterexample
1.014,counterexample
1.014,counterexample
1.014,counterexample
1.015,counterexample
1.015,counterexample
1.015,counterexample
1.016,counterexample
1.016,counterexample
1.017,counterexample
1.017,counterexample
1.017,counterexample
1.018,counterexample
1.019,counterexample
1.019,counterexample
1.019,counterexample
1.02,counterexample
1.02,counterexample
1.02,counterexample
1.02,counterexample
1.02,counterexample
1.021,counterexample
1.021,counterexample
1.021,counterexample
1.023,counterexample
1.023,counterexample
1.023,counterexample
1.024,counterexample
1.024,counterexample
1.025,counterexample
1.025,counterexample
1.025,counterexample
1.026,counterexample
1.026,counterexample
1.026,counterexample
1.026,counterexample
1.027,counterexample
1.027,counterexample
1.028,counterexample
1.028,counterexample
1.028,counterexample
1.029,counterexample
1.029,counterexample
1.029,counterexample
1.029,counterexample
1.03,counterexample
1.03,counterexample
1.03,counterexample
1.03,counterexample
1.031,counterexample
1.031,counterexample
1.031,counterexample
1.031,counterexample
1.031,counterexample
1.032,counterexample
1.033,counterexample
1.034,counterexample
1.034,counterexample
1.034,counterexample
1.034,counterexample
1.034,counterexample
1.035,counterexample
1.035,counterexample
1.035,counterexample
1.035,counterexample
1.036,counterexample
1.036,counterexample
1.037,counterexample
1.037,counterexample
1.037,counterexample
1.038,counterexample
1.039,counterexample
1.039,counterexample
1.039,counterexample
1.039,counterexample
1.04,counterexample
1.04,counterexample
1.04,counterexample
1.043,counterexample
1.043,counterexample
1.044,counterexample
1.045,counterexample
1.045,counterexample
1.046,counterexample
1.046,counterexample
1.047,counterexample
1.048,counterexample
1.048,counterexample
1.048,counterexample
1.049,counterexample
1.049,counterexample
1.049,counterexample
1.05,counterexample
1.05,counterexample
1.051,counterexample
1.052,counterexample
1.054,counterexample
1.054,counterexample
1.056,counterexample
1.058,counterexample
1.058,counterexample
1.058,counterexample
1.058,counterexample
1.059,counterexample
1.059,counterexample
1.059,counterexample
1.06,counterexample
1.06,counterexample
1.06,counterexample
1.06,counterexample
1.061,counterexample
1.061,counterexample
1.062,counterexample
1.063,counterexample
1.063,counterexample
1.064,counterexample
1.064,counterexample
1.064,counterexample
1.065,counterexample
1.066,counterexample
1.066,counterexample
1.067,counterexample
1.067,counterexample
1.067,counterexample
1.071,counterexample
1.073,counterexample
1.073,counterexample
1.074,counterexample
1.075,counterexample
1.076,counterexample
1.076,counterexample
1.077,counterexample
1.078,counterexample
1.079,counterexample
1.079,counterexample
1.079,counterexample
1.081,counterexample
1.081,counterexample
1.082,counterexample
1.083,counterexample
1.086,counterexample
1.086,counterexample
1.086,counterexample
1.086,counterexample
1.086,counterexample
1.087,counterexample
1.089,counterexample
1.09,counterexample
1.09,counterexample
1.093,counterexample
1.094,counterexample
1.095,counterexample
1.097,counterexample
1.097,counterexample
1.099,counterexample
1.1,counterexample
1.101,counterexample
1.101,counterexample
1.101,counterexample
1.102,counterexample
1.102,counterexample
1.102,counterexample
1.102,counterexample
1.103,counterexample
1.103,counterexample
1.103,counterexample
1.103,counterexample
1.103,counterexample
1.104,counterexample
1.106,counterexample
1.107,counterexample
1.107,counterexample
1.111,counterexample
1.112,counterexample
1.112,counterexample
1.112,counterexample
1.113,counterexample
1.114,counterexample
1.114,counterexample
1.115,counterexample
1.115,counterexample
1.115,counterexample
1.12,counterexample
1.12,counterexample
1.122,counterexample
1.122,counterexample
1.123,counterexample
1.124,counterexample
1.126,counterexample
1.126,counterexample
1.126,counterexample
1.127,counterexample
1.128,counterexample
1.129,counterexample
1.133,counterexample
1.139,counterexample
1.139,counterexample
1.14,counterexample
1.141,counterexample
1.145,counterexample
1.15,counterexample
1.15,counterexample
1.151,counterexample
1.152,counterexample
1.161,counterexample
1.171,counterexample
1.177,counterexample
1.18,counterexample
1.181,counterexample
1.184,counterexample
1.19,counterexample
1.192,counterexample
1.199,counterexample
1.214,counterexample
1.217,counterexample
1.22,counterexample
1.222,counterexample
1.223,counterexample
1.226,counterexample
1.229,counterexample
1.229,counterexample
1.229,counterexample
1.235,counterexample
1.237,counterexample
1.237,counterexample
1.237,counterexample
1.242,counterexample
1.247,counterexample
1.253,counterexample
1.254,counterexample
1.254,counterexample
1.257,counterexample
1.259,counterexample
1.26,counterexample
1.261,counterexample
1.263,counterexample
1.27,counterexample
1.27,counterexample
1.271,counterexample
1.271,counterexample
1.273,counterexample
1.274,counterexample
1.275,counterexample
1.277,counterexample
1.281,counterexample
1.287,counterexample
1.287,counterexample
1.289,counterexample
1.292,counterexample
1.297,counterexample
1.301,counterexample
1.305,counterexample
1.306,counterexample
1.319,counterexample
1.32,counterexample
1.321,counterexample
1.33,counterexample
1.343,counterexample
1.345,counterexample
1.352,counterexample
1.353,counterexample
1.358,counterexample
1.364,counterexample
1.366,counterexample
1.366,counterexample
1.371,counterexample
1.375,counterexample
1.387,counterexample
1.388,counterexample
1.388,counterexample
1.4,counterexample
1.404,counterexample
1.407,counterexample
1.421,counterexample
1.423,counterexample
1.425,counterexample
1.429,counterexample
1.43,counterexample
1.439,counterexample
1.44,counterexample
1.452,counterexample
1.458,counterexample
1.461,counterexample
1.465,counterexample
1.477,counterexample
1.479,counterexample
1.48,counterexample
1.483,counterexample
1.484,counterexample
1.487,counterexample
1.489,counterexample
1.491,counterexample
1.507,counterexample
1.509,counterexample
1.511,counterexample
1.533,counterexample
1.533,counterexample
1.535,counterexample
1.545,counterexample
1.561,counterexample
1.588,counterexample
1.592,counterexample
1.595,counterexample
1.622,counterexample
1.644,counterexample
1.656,counterexample
1.659,counterexample
1.673,counterexample
1.726,counterexample
1.764,counterexample
1.771,counterexample
1.774,counterexample
1.799,counterexample
1.81,counterexample
1.816,counterexample
1.819,counterexample
1.819,counterexample
1.827,counterexample
1.84,counterexample
1.854,counterexample
1.89,counterexample
1.913,counterexample
1.92,counterexample
1.932,counterexample
1.936,counterexample
1.937,counterexample
1.938,counterexample
1.942,counterexample
1.944,counterexample
1.944,counterexample
1.945,counterexample
1.951,counterexample
1.952,counterexample
1.959,counterexample
1.961,counterexample
1.977,counterexample
1.981,counterexample
1.985,counterexample
1.986,counterexample
1.989,counterexample
1.991,counterexample
1.992,counterexample
2.0,counterexample
2.016,counterexample
2.023,counterexample
2.025,counterexample
2.026,counterexample
2.032,counterexample
2.034,counterexample
2.066,counterexample
2.123,counterexample
2.136,counterexample
2.151,counterexample
2.178,counterexample
2.188,counterexample
2.196,counterexample
2.364,counterexample
2.408,counterexample
2.466,counterexample
2.483,counterexample
2.515,counterexample
2.519,counterexample
2.534,counterexample
2.558,counterexample
2.573,counterexample
2.696,counterexample
2.726,counterexample
2.747,counterexample
2.886,counterexample
2.948,counterexample
2.957,counterexample
2.987,counterexample
3.035,counterexample
3.105,counterexample
3.138,counterexample
3.153,counterexample
3.166,counterexample
3.175,counterexample
3.285,counterexample
3.412,counterexample
3.432,counterexample
3.591,counterexample
3.625,counterexample
3.768,counterexample
3.941,counterexample
3.977,counterexample
4.15,counterexample
4.224,counterexample
4.332,counterexample
4.425,counterexample
4.495,counterexample
4.604,counterexample
4.703,counterexample
4.97,counterexample
5.123,counterexample
5.2,counterexample
5.335,counterexample
5.709,counterexample
5.795,counterexample
5.8,counterexample
6.062,counterexample
6.095,counterexample
6.26,counterexample
6.592,counterexample
6.596,counterexample
6.848,counterexample
7.744,counterexample
8.421,counterexample
9.057,counterexample
9.6,counterexample
10.596,counterexample
12.42,counterexample
12.927,counterexample
13.044,counterexample
13.683,counterexample
13.919,counterexample
15.179,counterexample
15.681,counterexample
16.197,counterexample
17.555,counterexample
19.25,counterexample
21.364,counterexample
22.115,counterexample
24.57,counterexample
25.8,counterexample
26.488,counterexample
26.67,counterexample
27.475,counterexample
27.682,counterexample
29.872,counterexample
37.695,counterexample
42.947,counterexample
48.403,counterexample
55.35,counterexample
56.576,counterexample
58.459,counterexample
65.086,counterexample
79.511,counterexample
84.39,counterexample
89.301,counterexample
107.69,counterexample
127.487,counterexample
132.462,counterexample
134.917,counterexample
146.661,counterexample
154.209,counterexample
164.155,counterexample
164.263,counterexample
199.432,counterexample
230.74,counterexample
250.074,counterexample
251.449,counterexample
